experiment_id,system_name,ticker,task_name,model_name,timestamp,latency_seconds,start_time,end_time,total_cost,completion_tokens,prompt_tokens,tool_calls_count,reasoning_steps,response_length,response_text,error_occurred,error_message,claims_extracted,sources_cited,fact_check_score
groq_test_AAPL_223634,hybrid,AAPL,analyze the price movement trends for the next week based on current data,gemma2-9b-it,2025-11-23T22:36:34.951760,0.859053373336792,1763908594.9517715,1763908595.8108249,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_AAPL_223635,hybrid,AAPL,identify the top 2 risk factors,gemma2-9b-it,2025-11-23T22:36:35.810896,0.17549467086791992,1763908595.810903,1763908595.9863977,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_MSFT_223635,hybrid,MSFT,analyze the price movement trends for the next week based on current data,gemma2-9b-it,2025-11-23T22:36:35.986461,0.28237295150756836,1763908595.986467,1763908596.2688398,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_MSFT_223636,hybrid,MSFT,identify the top 2 risk factors,gemma2-9b-it,2025-11-23T22:36:36.268902,0.2142040729522705,1763908596.2689078,1763908596.4831119,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_GOOGL_223636,hybrid,GOOGL,analyze the price movement trends for the next week based on current data,gemma2-9b-it,2025-11-23T22:36:36.483174,0.25731348991394043,1763908596.4831796,1763908596.740493,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_GOOGL_223636,hybrid,GOOGL,identify the top 2 risk factors,gemma2-9b-it,2025-11-23T22:36:36.740554,0.18357586860656738,1763908596.740559,1763908596.924135,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_TSLA_223636,hybrid,TSLA,analyze the price movement trends for the next week based on current data,gemma2-9b-it,2025-11-23T22:36:36.924192,0.2488703727722168,1763908596.9241977,1763908597.173068,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_TSLA_223637,hybrid,TSLA,identify the top 2 risk factors,gemma2-9b-it,2025-11-23T22:36:37.173127,0.1820056438446045,1763908597.1731322,1763908597.3551378,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_NVDA_223637,hybrid,NVDA,analyze the price movement trends for the next week based on current data,gemma2-9b-it,2025-11-23T22:36:37.355207,0.513235330581665,1763908597.3552127,1763908597.868448,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_NVDA_223637,hybrid,NVDA,identify the top 2 risk factors,gemma2-9b-it,2025-11-23T22:36:37.868509,0.19415283203125,1763908597.8685145,1763908598.0626674,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
