experiment_id,system_name,ticker,task_name,model_name,timestamp,latency_seconds,start_time,end_time,total_cost,completion_tokens,prompt_tokens,tool_calls_count,reasoning_steps,response_length,response_text,error_occurred,error_message,claims_extracted,sources_cited,fact_check_score
groq_test_AAPL_223612,hybrid,AAPL,analyze the price movement trends for the next week based on current data,mixtral-8x7b-32768,2025-11-23T22:36:12.199143,0.8759915828704834,1763908572.1991568,1763908573.0751483,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_AAPL_223613,hybrid,AAPL,identify the top 2 risk factors,mixtral-8x7b-32768,2025-11-23T22:36:13.075222,0.19206690788269043,1763908573.0752294,1763908573.2672963,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_MSFT_223613,hybrid,MSFT,analyze the price movement trends for the next week based on current data,mixtral-8x7b-32768,2025-11-23T22:36:13.267368,0.2801954746246338,1763908573.267374,1763908573.5475695,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_MSFT_223613,hybrid,MSFT,identify the top 2 risk factors,mixtral-8x7b-32768,2025-11-23T22:36:13.547640,0.1847217082977295,1763908573.5476458,1763908573.7323675,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_GOOGL_223613,hybrid,GOOGL,analyze the price movement trends for the next week based on current data,mixtral-8x7b-32768,2025-11-23T22:36:13.732440,0.4666025638580322,1763908573.7324467,1763908574.1990492,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_GOOGL_223614,hybrid,GOOGL,identify the top 2 risk factors,mixtral-8x7b-32768,2025-11-23T22:36:14.199123,0.18518900871276855,1763908574.1991286,1763908574.3843176,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_TSLA_223614,hybrid,TSLA,analyze the price movement trends for the next week based on current data,mixtral-8x7b-32768,2025-11-23T22:36:14.384942,0.25232553482055664,1763908574.38495,1763908574.6372755,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_TSLA_223614,hybrid,TSLA,identify the top 2 risk factors,mixtral-8x7b-32768,2025-11-23T22:36:14.637340,0.18097710609436035,1763908574.6373456,1763908574.8183227,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_NVDA_223614,hybrid,NVDA,analyze the price movement trends for the next week based on current data,mixtral-8x7b-32768,2025-11-23T22:36:14.818382,0.25960826873779297,1763908574.8183868,1763908575.077995,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
groq_test_NVDA_223615,hybrid,NVDA,identify the top 2 risk factors,mixtral-8x7b-32768,2025-11-23T22:36:15.078057,0.18645572662353516,1763908575.078062,1763908575.2645178,0.0,0,0,0,0,0,,True,"Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",[],[],
