2026-01-14 16:01:02 | INFO | P01 | === RUN START ===
2026-01-14 16:01:02 | INFO | P01 | project=Simple Tokenizer Demo
2026-01-14 16:01:02 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:01:02 | INFO | P01 | python=3.14.0
2026-01-14 16:01:02 | INFO | P01 | os=Windows 11
2026-01-14 16:01:02 | INFO | P01 | shell=powershell
2026-01-14 16:01:02 | INFO | P01 | cwd=.
2026-01-14 16:01:02 | INFO | P01 | github_actions=False
2026-01-14 16:01:02 | ERROR | P01 | Corpus file not found at C:\Users\edaci\Documents\datafun\toy-gpt-train\src\corpus\000_cat_dog.txt
2026-01-14 16:01:02 | INFO | P01 | Tokenizer initialized with 0 tokens.
2026-01-14 16:01:02 | INFO | P01 | First 10 tokens: []
2026-01-14 16:01:02 | INFO | P01 | Total number of tokens: 0
2026-01-14 16:01:02 | INFO | P01 | No tokens available to calculate average length.
2026-01-14 16:02:25 | INFO | P01 | === RUN START ===
2026-01-14 16:02:25 | INFO | P01 | project=Simple Tokenizer Demo
2026-01-14 16:02:25 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:02:25 | INFO | P01 | python=3.14.0
2026-01-14 16:02:25 | INFO | P01 | os=Windows 11
2026-01-14 16:02:25 | INFO | P01 | shell=powershell
2026-01-14 16:02:25 | INFO | P01 | cwd=.
2026-01-14 16:02:25 | INFO | P01 | github_actions=False
2026-01-14 16:02:25 | INFO | P01 | Tokenizer initialized with 24 tokens.
2026-01-14 16:02:25 | INFO | P01 | First 10 tokens: ['the', 'cat', 'sat', 'on', 'the', 'mat', 'the', 'dog', 'sat', 'on']
2026-01-14 16:02:25 | INFO | P01 | Total number of tokens: 24
2026-01-14 16:02:25 | INFO | P01 | Average token length: 2.83
2026-01-14 16:02:52 | INFO | P01 | === RUN START ===
2026-01-14 16:02:52 | INFO | P01 | project=Vocabulary Demo
2026-01-14 16:02:52 | INFO | P01 | repo_dir=toy-gpt-train
2026-01-14 16:02:52 | INFO | P01 | python=3.14.0
