row,label,x,y
0,cat|cat,0,0
1,cat|dog,0,0
2,cat|lay,-0.3769,-0.3769
3,cat|mat,0,0
4,cat|on,0,0
5,cat|rug,0,0
6,cat|sat,-0.3769,-0.3769
7,cat|the,0,0
8,dog|cat,0,0
9,dog|dog,0,0
10,dog|lay,-0.3769,-0.3769
11,dog|mat,0,0
12,dog|on,0,0
13,dog|rug,0,0
14,dog|sat,-0.3769,-0.3769
15,dog|the,0,0
16,lay|cat,0,0
17,lay|dog,0,0
18,lay|lay,0,0
19,lay|mat,0,0
20,lay|on,-0.4984,-0.4984
21,lay|rug,0,0
22,lay|sat,0,0
23,lay|the,0,0
24,mat|cat,0,0
25,mat|dog,0,0
26,mat|lay,0,0
27,mat|mat,0,0
28,mat|on,0,0
29,mat|rug,0,0
30,mat|sat,0,0
31,mat|the,-0.3769,2.6381
32,on|cat,0,0
33,on|dog,0,0
34,on|lay,0,0
35,on|mat,0,0
36,on|on,0,0
37,on|rug,0,0
38,on|sat,0,0
39,on|the,-0.8577,-0.8577
40,rug|cat,0,0
41,rug|dog,0,0
42,rug|lay,0,0
43,rug|mat,0,0
44,rug|on,0,0
45,rug|rug,0,0
46,rug|sat,0,0
47,rug|the,1.9198,1.9686
48,sat|cat,0,0
49,sat|dog,0,0
50,sat|lay,0,0
51,sat|mat,0,0
52,sat|on,-0.4984,-0.4984
53,sat|rug,0,0
54,sat|sat,0,0
55,sat|the,0,0
56,the|cat,-0.6481,-0.6481
57,the|dog,-0.6481,-0.6481
58,the|lay,0,0
59,the|mat,-0.3769,-0.3769
60,the|on,0,0
61,the|rug,-0.4984,-0.4984
62,the|sat,0,0
63,the|the,0,0
