framework,version,device,op_name,kernel_source,allreduce_dtype,num_gpus,message_size,latency,backend
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,128,0.004665600061416626,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,128,0.020799679756164553,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,256,0.004727360010147095,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,256,0.020625920295715333,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,512,0.004758400022983551,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,512,0.024578559398651122,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,1024,0.004785279929637909,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,1024,0.020673599243164063,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,2048,0.004832319915294647,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,2048,0.021856000423431395,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,4096,0.005129920244216919,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,4096,0.024779520034790038,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,8192,0.00522271990776062,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,8192,0.020899200439453126,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,16384,0.005618240237236023,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,16384,0.020731520652770997,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,32768,0.006453440189361573,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,32768,0.02092128038406372,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,65536,0.008083840012550355,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,65536,0.020737600326538087,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,131072,0.019628159999847412,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,131072,0.02363231897354126,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,262144,0.021698880195617675,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,262144,0.023709120750427245,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,524288,0.02753216028213501,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,524288,0.028602240085601804,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,1048576,0.04152448177337646,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,1048576,0.04346752166748047,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,2097152,0.05535840034484864,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,2097152,0.05481152057647705,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,4194304,0.08389087677001952,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,4194304,0.0844048023223877,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,8388608,0.12381600379943847,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,8388608,0.12942303657531737,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,16777216,0.19806047439575197,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,16777216,0.20175264358520506,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,33554432,0.319835205078125,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,33554432,0.3464790344238281,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,67108864,0.5646950531005859,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,67108864,0.6263593673706055,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,134217728,1.0534979248046876,vllm_graph
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_eager,float16,8,134217728,1.1783920288085938,vllm_eager
vLLM,0.12.0,NVIDIA H200,all_reduce,vLLM_custom_graph,float16,8,268435456,2.033415069580078,vllm_graph
