time,uk,ca,us
1980/4/1,-1.800543091,-0.218069396,-2.070885145
1980/7/1,-0.189718051,-0.034973786,-0.186786633
1980/10/1,-1.105246545,1.116946742,1.833654861
1981/1/1,-0.677008396,2.467190709,2.055719534
1981/4/1,0.205146788,0.924106919,-0.800773285
1981/7/1,1.347903074,-0.708535603,1.207889227
1981/10/1,0.010672359,-0.514334239,-1.253218241
1982/1/1,0.371044765,-0.984442525,-1.655924872
1982/4/1,1.256135695,-0.981244307,0.541443807
1982/7/1,0.002916498,-0.884510394,-0.386202683
1982/10/1,0.525329538,-0.933677931,0.078381928
1983/1/1,1.452176817,1.529884407,1.235733033
1983/4/1,0.759411505,2.273553141,2.222757379
1983/7/1,1.18759876,1.05041912,1.953610372
1983/10/1,1.178648792,1.202344629,2.045890685
1984/1/1,0.93510442,1.741045381,1.92116384
1984/4/1,-0.700369026,1.716236388,1.711309531
1984/7/1,0.462870564,0.424605479,0.966410968
1984/10/1,1.406834267,1.681624356,0.811997905
1985/1/1,1.120942158,1.367017881,0.93907201
1985/4/1,1.545968244,0.280440035,0.842104019
1985/7/1,-0.005813078,1.53707101,1.550305486
1985/10/1,0.6788971,1.681736308,0.756169094
1986/1/1,1.498851975,-0.345069545,0.95717786
1986/4/1,1.13527156,0.871538733,0.400745182
1986/7/1,0.548094645,0.264912333,0.959781538
1986/10/1,1.658998199,-0.56067602,0.482050203
1987/1/1,0.546110145,2.153073428,0.552056273
1987/4/1,1.048414855,1.234571294,1.05791825
1987/7/1,2.173321247,1.623905645,0.86426463
1987/10/1,0.933788794,1.330942495,1.695712207
1988/1/1,1.648643786,1.519752678,0.516230267
1988/4/1,0.470562663,1.168080266,1.27640157
1988/7/1,1.379197836,0.278091927,0.514943667
1988/10/1,0.710668482,0.841130099,1.32631564
1989/1/1,0.371225675,1.052447039,0.934333657
1989/4/1,0.626986938,0.452727907,0.745300675
1989/7/1,0.100044598,0.199910059,0.790257652
1989/10/1,0.115311841,0.138900937,0.217992664
1990/1/1,0.828584206,0.720825085,1.039302135
1990/4/1,0.524822949,-0.418261036,0.396586647
1990/7/1,-1.194900963,-0.643803593,-0.001240764
1990/10/1,-0.573798772,-0.847389842,-0.879844164
1991/1/1,-0.090351674,-1.520356771,-0.485599263
1991/4/1,-0.333964566,0.265482706,0.671934332
1991/7/1,-0.379449911,0.357497357,0.420166066
1991/10/1,0.106994427,0.368166449,0.39114693
1992/1/1,0.134266827,-0.146117622,1.09204492
1992/4/1,-0.239431328,0.284522884,1.05720444
1992/7/1,0.494680015,0.374026257,1.026937231
1992/10/1,0.548399308,0.383004292,1.046204546
1993/1/1,0.610225853,0.737778363,0.183981772
1993/4/1,0.455238035,0.648055513,0.637159418
1993/7/1,0.85990575,0.627142556,0.525342768
1993/10/1,0.859179055,0.905437105,1.312399113
1994/1/1,1.063369237,1.493335741,0.968249015
1994/4/1,1.412775466,1.486547529,1.358753664
1994/7/1,1.383350879,1.398325449,0.64219784
1994/10/1,0.73104554,0.893444836,1.104576357
1995/1/1,0.345509045,0.920738301,0.245167497
1995/4/1,0.509989777,-0.002450598,0.214720614
1995/7/1,1.137230983,0.019714474,0.836760473
1995/10/1,0.489372566,0.440499974,0.694894902
1996/1/1,0.955366669,0.128871209,0.682529845
1996/4/1,0.405508982,0.398415488,1.714392032
1996/7/1,0.653856783,1.172184394,0.86579711
1996/10/1,0.784531335,0.990361639,1.085884872
1997/1/1,0.820767607,0.96889158,0.765372115
1997/4/1,0.822719126,1.147348233,1.472623374
1997/7/1,0.997605061,1.326194038,1.24708464
1997/10/1,1.186823468,0.860087489,0.764235276
1998/1/1,0.771398359,1.26901684,0.939730368
1998/4/1,0.644437097,0.260191396,0.89567397
1998/7/1,0.860095533,1.09640883,1.310736932
1998/10/1,1.06240617,1.637904661,1.716269499
1999/1/1,0.518504317,1.553581443,0.800963537
1999/4/1,0.796940099,1.161482079,0.778675115
1999/7/1,1.270868721,1.406327034,1.264119302
1999/10/1,1.085760426,1.637055826,1.779515684
2000/1/1,1.121183743,1.354954346,0.261362135
2000/4/1,0.971442249,1.127482759,1.931629369
2000/7/1,0.485693311,1.239259075,0.084417811
2000/10/1,0.416324972,0.265129205,0.590703697
2001/1/1,1.157327988,0.426634166,-0.329017491
2001/4/1,0.226029878,0.144161185,0.652555352
2001/7/1,0.448827497,-0.150604997,-0.275867107
2001/10/1,0.335728464,0.852515372,0.348892884
2002/1/1,0.765293445,1.209115623,0.850375793
2002/4/1,0.386174312,0.586045888,0.53054675
2002/7/1,0.683501734,0.889353689,0.506172478
2002/10/1,0.579034633,0.744837844,0.034516681
2003/1/1,0.61264445,0.432096955,0.415851134
2003/4/1,0.914927275,-0.127295936,0.843590841
2003/7/1,0.729011676,0.313249504,1.632606546
2003/10/1,0.924829232,0.892102904,0.900324405
2004/1/1,0.951064352,0.68392321,0.656554425
2004/4/1,0.565440515,1.179776339,0.641613138
2004/7/1,0.096196755,1.069608288,0.741754686
2004/10/1,0.805486802,0.679128085,0.814630486
2005/1/1,0.328580338,0.339060156,1.026424348
2005/4/1,0.717918884,0.724194739,0.444078431
2005/7/1,0.621510272,1.015770443,0.790774766
2005/10/1,0.706868828,0.984305007,0.512476472
2006/1/1,1.064512566,1.082471288,1.254698108
2006/4/1,0.283941465,0.103194145,0.404719435
2006/7/1,0.499026353,0.113382899,0.013127869
2006/10/1,0.813289029,0.580115239,0.677217388
2007/1/1,0.964931748,0.647438043,0.135660792
2007/4/1,0.558655733,0.809617892,0.895936942
2007/7/1,0.53275788,0.554544087,0.727594972
2007/10/1,0.276977361,0.498946594,0.42262375
2008/1/1,0.496286149,-0.146651115,-0.445234032
2008/4/1,-0.273277773,0.139845451,0.328852362
2008/7/1,-0.902075502,0.212797942,-0.932928487
2008/10/1,-2.104866415,-0.921376246,-2.327648968
2009/1/1,-2.250302929,-2.067693155,-1.72472735
2009/4/1,-0.822358376,-0.942401692,-0.173091786
2009/7/1,-0.287818966,0.420428331,0.419959726
2009/10/1,0.475229194,1.215347964,0.933047384
2010/1/1,0.359632873,1.359009462,0.964622721
2010/4/1,1.062688464,0.565790099,0.929373289
2010/7/1,0.613617894,0.608313148,0.619130846
2010/10/1,-0.506327127,0.759781834,0.580521214
2011/1/1,0.465213678,0.862697968,0.089245203
2011/4/1,0.162843113,-0.128667905,0.331324809
