building_category,building_code,purpose,kwh_m2
apartment_block,PRE_TEK49,cooling,0.0
apartment_block,PRE_TEK49,electrical_equipment,17.52
apartment_block,PRE_TEK49,fans_and_pumps,0.5788888888888889
apartment_block,PRE_TEK49,heating_dhw,29.76888888888889
apartment_block,PRE_TEK49,heating_rv,126.739738913315
apartment_block,default,lighting,8.196800000000001
apartment_block,TEK07,cooling,0.0
apartment_block,TEK07,electrical_equipment,17.52
apartment_block,TEK07,fans_and_pumps,9.455555555555556
apartment_block,TEK07,heating_dhw,29.76888888888889
apartment_block,TEK07,heating_rv,39.52794604570375
apartment_block,TEK10,cooling,0.0
apartment_block,TEK10,electrical_equipment,17.52
apartment_block,TEK10,fans_and_pumps,9.323177777777778
apartment_block,TEK10,heating_dhw,29.76888888888889
apartment_block,TEK10,heating_rv,38.97455480106385
apartment_block,TEK17,cooling,0.0
apartment_block,TEK17,electrical_equipment,17.52
apartment_block,TEK17,fans_and_pumps,7.566666666666666
apartment_block,TEK17,heating_dhw,29.76888888888889
apartment_block,TEK17,heating_rv,28.84117055278729
apartment_block,TEK49,cooling,0.0
apartment_block,TEK49,electrical_equipment,17.52
apartment_block,TEK49,fans_and_pumps,0.5788888888888889
apartment_block,TEK49,heating_dhw,29.76888888888889
apartment_block,TEK49,heating_rv,126.739738913315
apartment_block,TEK69,cooling,0.0
apartment_block,TEK69,electrical_equipment,17.52
apartment_block,TEK69,fans_and_pumps,0.5788888888888889
apartment_block,TEK69,heating_dhw,29.76888888888889
apartment_block,TEK69,heating_rv,126.739738913315
apartment_block,TEK87,cooling,0.0
apartment_block,TEK87,electrical_equipment,17.52
apartment_block,TEK87,fans_and_pumps,0.53
apartment_block,TEK87,heating_dhw,29.76888888888889
apartment_block,TEK87,heating_rv,103.5833854421104
apartment_block,TEK97,cooling,0.0
apartment_block,TEK97,electrical_equipment,17.52
apartment_block,TEK97,fans_and_pumps,0.4333333333333333
apartment_block,TEK97,heating_dhw,29.76888888888889
apartment_block,TEK97,heating_rv,77.67867176898444
culture,PRE_TEK49,cooling,20.7325
culture,PRE_TEK49,electrical_equipment,2.870833333333333
culture,PRE_TEK49,fans_and_pumps,38.625
culture,PRE_TEK49,heating_dhw,10.0225
culture,PRE_TEK49,heating_rv,154.5310366796936
culture,default,lighting,20.671125000000004
culture,TEK07,cooling,19.4325
culture,TEK07,electrical_equipment,2.870833333333333
culture,TEK07,fans_and_pumps,26.82416666666666
culture,TEK07,heating_dhw,10.0225
culture,TEK07,heating_rv,93.95766426477772
culture,TEK10,cooling,19.4325
culture,TEK10,electrical_equipment,2.870833333333333
culture,TEK10,fans_and_pumps,26.35643791666666
culture,TEK10,heating_dhw,10.0225
culture,TEK10,heating_rv,75.98468861891389
culture,TEK17,cooling,15.93465
culture,TEK17,electrical_equipment,2.870833333333333
culture,TEK17,fans_and_pumps,20.29445719583333
culture,TEK17,heating_dhw,10.0225
culture,TEK17,heating_rv,58.50821023656364
culture,TEK49,cooling,20.7325
culture,TEK49,electrical_equipment,2.870833333333333
culture,TEK49,fans_and_pumps,38.625
culture,TEK49,heating_dhw,10.0225
culture,TEK49,heating_rv,154.5310366796936
culture,TEK69,cooling,20.7325
culture,TEK69,electrical_equipment,2.870833333333333
culture,TEK69,fans_and_pumps,38.625
culture,TEK69,heating_dhw,10.0225
culture,TEK69,heating_rv,154.5310366796936
culture,TEK87,cooling,20.7325
culture,TEK87,electrical_equipment,2.870833333333333
culture,TEK87,fans_and_pumps,38.625
culture,TEK87,heating_dhw,10.0225
culture,TEK87,heating_rv,129.2101722032242
culture,TEK97,cooling,20.7325
culture,TEK97,electrical_equipment,2.870833333333333
culture,TEK97,fans_and_pumps,38.625
culture,TEK97,heating_dhw,10.0225
culture,TEK97,heating_rv,109.953029433317
hospital,PRE_TEK49,cooling,40.49416666666666
hospital,PRE_TEK49,electrical_equipment,46.72
hospital,PRE_TEK49,fans_and_pumps,85.42416666666666
hospital,PRE_TEK49,heating_dhw,29.76944444444445
hospital,PRE_TEK49,heating_rv,155.6385640232319
hospital,default,lighting,42.048
hospital,TEK07,cooling,37.52722222222222
hospital,TEK07,electrical_equipment,46.72
hospital,TEK07,fans_and_pumps,58.16138888888889
hospital,TEK07,heating_dhw,29.76944444444445
hospital,TEK07,heating_rv,104.6185808500244
hospital,TEK10,cooling,37.52722222222222
hospital,TEK10,electrical_equipment,46.72
hospital,TEK10,fans_and_pumps,58.62668
hospital,TEK10,heating_dhw,29.76944444444445
hospital,TEK10,heating_rv,105.4555294968246
hospital,TEK17,cooling,30.77232222222222
hospital,TEK17,electrical_equipment,46.72
hospital,TEK17,fans_and_pumps,43.3837432
hospital,TEK17,heating_dhw,29.76944444444445
hospital,TEK17,heating_rv,78.03709182765022
hospital,TEK49,cooling,40.49416666666666
hospital,TEK49,electrical_equipment,46.72
hospital,TEK49,fans_and_pumps,85.42416666666666
hospital,TEK49,heating_dhw,29.76944444444445
hospital,TEK49,heating_rv,155.6385640232319
hospital,TEK69,cooling,40.49416666666666
hospital,TEK69,electrical_equipment,46.72
hospital,TEK69,fans_and_pumps,85.42416666666666
hospital,TEK69,heating_dhw,29.76944444444445
hospital,TEK69,heating_rv,155.6385640232319
hospital,TEK87,cooling,40.49416666666666
hospital,TEK87,electrical_equipment,46.72
hospital,TEK87,fans_and_pumps,85.38527777777777
hospital,TEK87,heating_dhw,29.76944444444445
hospital,TEK87,heating_rv,133.4459607555776
hospital,TEK97,cooling,40.49416666666666
hospital,TEK97,electrical_equipment,46.72
hospital,TEK97,fans_and_pumps,85.38
hospital,TEK97,heating_dhw,29.76944444444445
hospital,TEK97,heating_rv,116.1030174238726
hotel,PRE_TEK49,cooling,27.5625
hotel,PRE_TEK49,electrical_equipment,5.84
hotel,PRE_TEK49,fans_and_pumps,56.79125
hotel,PRE_TEK49,heating_dhw,29.78416666666667
hotel,PRE_TEK49,heating_rv,163.9124000569943
