framework,version,device,op_name,kernel_source,allreduce_dtype,num_gpus,message_size,latency,backend
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,128,0.004586560130119323,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,128,0.03605983972549438,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,256,0.004455040097236633,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,256,0.03568896055221558,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,512,0.004449599981307983,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,512,0.03590656042098999,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,1024,0.004436799883842468,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,1024,0.03599647998809814,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,2048,0.004473600089550019,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,2048,0.036025280952453616,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,4096,0.0044841599464416505,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,4096,0.035910079479217524,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,8192,0.004599680006504059,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,8192,0.035866239070892335,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,16384,0.0046003198623657225,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,16384,0.03593183994293213,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,32768,0.00472351998090744,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,32768,0.03615231990814209,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,65536,0.004912959933280945,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,65536,0.03606623888015747,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,131072,0.005356159806251526,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,131072,0.03615583896636963,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,262144,0.006514880061149597,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,262144,0.03627903938293457,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,524288,0.008559679985046387,vllm_graph
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_eager,float16,2,524288,0.0362608003616333,vllm_eager
vLLM,0.12.0,NVIDIA H100 80GB HBM3,all_reduce,vLLM_custom_graph,float16,2,1048576,0.01263167977333069,vllm_graph
