survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
0,3,male,22.0,1,0,7.25,S,Third,man,True,F,Southampton,no,False
1,1,female,38.0,1,0,71.2833023071289,C,First,woman,False,C,Cherbourg,yes,False
1,3,female,26.0,0,0,7.924999237060547,S,Third,woman,False,E,Southampton,yes,True
1,1,female,35.0,1,0,53.099998474121094,S,First,woman,False,C,Southampton,yes,False
0,3,male,35.0,0,0,8.049999237060547,S,Third,man,True,E,Southampton,no,True
0,3,male,38.69500732421875,0,0,8.45829963684082,Q,Third,man,True,E,Queenstown,no,True
0,1,male,54.0,0,0,51.86249923706055,S,First,man,True,E,Southampton,no,True
0,3,male,2.0,3,1,21.075000762939453,S,Third,child,False,F,Southampton,no,False
1,3,female,27.0,0,2,11.13330078125,S,Third,woman,False,G,Southampton,yes,False
1,2,female,13.999999046325684,1,0,30.07080078125,C,Second,child,False,F,Cherbourg,yes,False
1,3,female,4.0,1,1,16.700000762939453,S,Third,child,False,G,Southampton,yes,False
1,1,female,58.0,0,0,26.549999237060547,S,First,woman,False,C,Southampton,yes,True
0,3,male,20.0,0,0,8.049999237060547,S,Third,man,True,E,Southampton,no,True
0,3,male,39.0,1,5,31.274999618530273,S,Third,man,True,F,Southampton,no,False
0,3,female,13.999999046325684,0,0,7.85420036315918,S,Third,child,False,F,Southampton,no,True
1,2,female,55.0,0,0,16.0,S,Second,woman,False,E,Southampton,yes,True
0,3,male,2.0,4,1,29.125,Q,Third,child,False,F,Queenstown,no,False
1,2,male,38.93437957763672,0,0,13.0,S,Second,man,True,E,Southampton,yes,True
0,3,female,31.0,1,0,18.0,S,Third,woman,False,E,Southampton,no,False
1,3,female,20.34634780883789,0,0,7.225000381469727,C,Third,woman,False,F,Cherbourg,yes,True
0,2,male,35.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True
1,2,male,34.0,0,0,13.0,S,Second,man,True,D,Southampton,yes,True
1,3,female,15.000000953674316,0,0,8.029199600219727,Q,Third,child,False,E,Queenstown,yes,True
1,1,male,28.0,0,0,35.5,S,First,man,True,A,Southampton,yes,True
0,3,female,8.0,3,1,21.075000762939453,S,Third,child,False,F,Southampton,no,False
1,3,female,38.0,1,5,31.387500762939453,S,Third,woman,False,F,Southampton,yes,False
0,3,male,29.59524154663086,0,0,7.225000381469727,C,Third,man,True,F,Cherbourg,no,True
0,1,male,19.0,3,2,263.0,S,First,man,True,C,Southampton,no,False
