state,mileage,usage,decision
0,2353.0,,0
1,6299.0,1.0,0
2,10479.0,1.0,0
3,15201.0,1.0,0
4,20326.0,1.0,0
4,24898.0,0.0,0
5,29349.0,1.0,0
6,33304.0,1.0,0
7,37631.0,1.0,0
8,42428.0,1.0,0
9,47023.0,1.0,0
10,52571.0,1.0,0
11,58696.0,1.0,0
12,62776.0,1.0,0
13,66347.0,1.0,0
13,69260.0,0.0,0
14,72025.0,1.0,0
14,74323.0,0.0,0
15,76684.0,1.0,0
15,79403.0,0.0,0
16,82093.0,1.0,0
16,84579.0,0.0,0
17,88054.0,1.0,0
18,90206.0,1.0,0
18,92421.0,0.0,0
19,95127.0,1.0,0
19,98290.0,0.0,0
20,100941.0,1.0,0
20,104241.0,0.0,0
21,107720.0,1.0,0
22,110597.0,1.0,0
22,113442.0,0.0,0
23,116148.0,1.0,0
23,118615.0,0.0,0
24,121528.0,1.0,0
24,123837.0,0.0,0
25,126505.0,1.0,0
25,129204.0,0.0,0
26,132530.0,1.0,0
27,135398.0,1.0,0
27,137763.0,0.0,0
28,143169.0,1.0,0
29,148099.0,1.0,0
30,152557.0,1.0,1
0,1702.0,1.0,0
0,4770.0,0.0,0
1,7452.0,1.0,0
2,10156.0,1.0,0
2,11217.0,0.0,0
2,14507.0,0.0,0
3,18022.0,1.0,0
4,20570.0,1.0,0
4,23707.0,0.0,0
5,27378.0,1.0,0
6,30281.0,1.0,0
6,34047.0,0.0,0
7,35694.0,1.0,0
7,36648.0,0.0,0
7,39354.0,0.0,0
8,41726.0,1.0,0
8,44294.0,0.0,0
9,46158.0,1.0,0
9,48131.0,0.0,0
10,51245.0,1.0,0
10,53786.0,0.0,0
11,55941.0,1.0,0
11,58332.0,0.0,0
12,61072.0,1.0,0
12,63791.0,0.0,0
13,65991.0,1.0,0
13,68171.0,0.0,0
14,70850.0,1.0,0
14,73806.0,0.0,0
15,76695.0,1.0,0
15,79355.0,0.0,0
16,81410.0,1.0,0
16,83325.0,0.0,0
17,85164.0,1.0,0
17,86109.0,0.0,0
17,87608.0,0.0,0
17,89560.0,0.0,0
18,90893.0,1.0,0
18,93025.0,0.0,0
19,95246.0,1.0,0
19,97408.0,0.0,0
19,99072.0,0.0,0
20,101508.0,1.0,0
20,102981.0,0.0,0
20,104612.0,0.0,0
21,106730.0,1.0,0
21,108914.0,0.0,0
22,111486.0,1.0,0
22,113556.0,0.0,0
23,115833.0,1.0,0
23,117899.0,0.0,0
23,119000.0,0.0,0
23,119621.0,0.0,0
24,121510.0,1.0,0
24,123511.0,0.0,0
25,125254.0,1.0,0
25,127988.0,0.0,0
26,130724.0,1.0,0
26,132526.0,0.0,0
26,134840.0,0.0,0
27,136727.0,1.0,0
27,138259.0,0.0,0
27,139539.0,0.0,0
28,141715.0,1.0,0
28,143036.0,0.0,0
28,144557.0,0.0,0
29,146465.0,1.0,0
29,148396.0,0.0,0
29,149858.0,0.0,0
30,152093.0,1.0,0
30,154467.0,0.0,0
31,156453.0,1.0,0
31,158450.0,0.0,0
0,129.0,,0
0,4372.0,0.0,0
1,9064.0,1.0,0
2,13846.0,1.0,0
3,18251.0,1.0,0
4,22725.0,1.0,0
5,27843.0,1.0,0
6,32508.0,1.0,0
7,37003.0,1.0,0
8,41817.0,1.0,0
9,47203.0,1.0,0
10,52571.0,1.0,0
11,57887.0,1.0,0
12,62468.0,1.0,0
13,66738.0,1.0,0
14,71023.0,1.0,0
15,75818.0,1.0,0
15,79929.0,0.0,0
16,83721.0,1.0,0
17,88008.0,1.0,0
18,91941.0,1.0,0
19,95928.0,1.0,0
20,100400.0,1.0,0
20,103883.0,0.0,0
21,108156.0,1.0,0
22,111865.0,1.0,0
23,115527.0,1.0,0
24,120400.0,1.0,0
24,122983.0,0.0,0
25,126507.0,1.0,0
26,130014.0,1.0,0
26,134470.0,0.0,0
27,138555.0,1.0,0
28,142429.0,1.0,0
29,145344.0,1.0,0
29,148837.0,0.0,0
30,152791.0,1.0,0
31,156433.0,1.0,0
32,160350.0,1.0,0
32,163496.0,0.0,0
33,167134.0,1.0,0
34,170815.0,1.0,0
34,174119.0,0.0,0
35,177999.0,1.0,0
36,180693.0,1.0,0
36,182668.0,0.0,0
36,184031.0,0.0,0
37,185010.0,1.0,0
37,185112.0,0.0,0
37,186981.0,0.0,0
37,188971.0,0.0,0
38,191450.0,1.0,0
38,194235.0,0.0,0
39,197006.0,1.0,0
40,201347.0,1.0,0
40,203901.0,0.0,0
41,205697.0,1.0,0
41,205697.0,0.0,0
41,207358.0,0.0,0
