Created from ELUT#14_ECC_para_3132_3134.fits at 2024-11-14 20:58:00.195486
 Channel energy edges obtained from elut_creator.py
Offset (ADC),Gain (ADC/keV),Pixel,Detector,ADC Edge #0 - 4 keV,ADC Edge #1 - 5 keV,ADC Edge #2 - 6 keV,ADC Edge #3 - 7 keV,ADC Edge #4 - 8 keV,ADC Edge #5 - 9 keV,ADC Edge #6 - 10 keV,ADC Edge #7 - 11 keV,ADC Edge #8 - 12 keV,ADC Edge #9 - 13 keV,ADC Edge #10 - 14 keV,ADC Edge #11 - 15 keV,ADC Edge #12 - 16 keV,ADC Edge #13 - 18 keV,ADC Edge #14 - 20 keV,ADC Edge #15 - 22 keV,ADC Edge #16 - 25 keV,ADC Edge #17 - 28 keV,ADC Edge #18 - 32 keV,ADC Edge #19 - 36 keV,ADC Edge #20 - 40 keV,ADC Edge #21 - 45 keV,ADC Edge #22 - 50 keV,ADC Edge #23 - 56 keV,ADC Edge #24 - 63 keV,ADC Edge #25 - 70 keV,ADC Edge #26 - 76 keV,ADC Edge #27 - 84 keV,ADC Edge #28 - 100 keV,ADC Edge #29 - 120 keV,ADC Edge #30 - 150 keV
897.0370483398438,0.11067387748566754,0,0,933,942,951,960,969,978,987,996,1005,1014,1024,1033,1042,1060,1078,1096,1123,1150,1186,1222,1258,1304,1349,1403,1466,1530,1584,1656,1801,1981,2252
899.25927734375,0.11078286589557097,1,0,935,944,953,962,971,980,990,999,1008,1017,1026,1035,1044,1062,1080,1098,1125,1152,1188,1224,1260,1305,1351,1405,1468,1531,1585,1657,1802,1982,2253
897.0370483398438,0.11056511496936824,2,0,933,942,951,960,969,978,987,997,1006,1015,1024,1033,1042,1060,1078,1096,1123,1150,1186,1223,1259,1304,1349,1404,1467,1530,1584,1657,1801,1982,2254
898.5184936523438,0.11153338621876999,3,0,934,943,952,961,970,979,988,997,1006,1015,1024,1033,1042,1060,1078,1096,1123,1150,1185,1221,1257,1302,1347,1401,1463,1526,1580,1652,1795,1974,2243
888.888916015625,0.1108738595411963,4,0,925,934,943,952,961,970,979,988,997,1006,1015,1024,1033,1051,1069,1087,1114,1141,1178,1214,1250,1295,1340,1394,1457,1520,1574,1647,1791,1971,2242
901.4815063476562,0.11203320344406882,5,0,937,946,955,964,973,982,991,1000,1009,1018,1026,1035,1044,1062,1080,1098,1125,1151,1187,1223,1259,1303,1348,1401,1464,1526,1580,1651,1794,1973,2240
895.5555419921875,0.10932944773602267,6,0,932,941,950,960,969,978,987,996,1005,1014,1024,1033,1042,1060,1078,1097,1124,1152,1188,1225,1261,1307,1353,1408,1472,1536,1591,1664,1810,1993,2268
888.888916015625,0.1105108021880923,7,0,925,934,943,952,961,970,979,988,997,1007,1016,1025,1034,1052,1070,1088,1115,1142,1178,1215,1251,1296,1341,1396,1459,1522,1577,1649,1794,1975,2246
888.148193359375,0.10934715356149724,8,0,925,934,943,952,961,970,980,989,998,1007,1016,1025,1034,1053,1071,1089,1117,1144,1181,1217,1254,1300,1345,1400,1464,1528,1583,1656,1803,1986,2260
902.2222290039062,0.11072835071806117,9,0,938,947,956,965,974,984,993,1002,1011,1020,1029,1038,1047,1065,1083,1101,1128,1155,1191,1227,1263,1309,1354,1408,1471,1534,1589,1661,1805,1986,2257
900.74072265625,0.1104384874825968,10,0,937,946,955,964,973,982,991,1000,1009,1018,1028,1037,1046,1064,1082,1100,1127,1154,1190,1227,1263,1308,1353,1408,1471,1535,1589,1661,1806,1987,2259
