lan_interface_id,lan_interface_name,lan_interface_dest_type,lag_min_links,is_native_range,lan_interface_index,network_range_id,network_range_name,subnet,local_ip,gateway,translated_subnet,vlan,mdns_reflector,range_type,internet_only,dhcp_type,dhcp_ip_range,dhcp_relay_group_id,dhcp_relay_group_name,dhcp_microsegmentation
,,,,,LAN1,UzY1ODgxOQ==,Example Direct 154,10.15.4.0/24,10.15.4.1,,,,TRUE,Direct,False,,,,,FALSE
,,,,,LAN1,UzY1ODgyOA==,Example Routed 152,10.15.2.0/24,,10.15.0.2,,,FALSE,Routed,False,,,,,FALSE
,,,,,LAN1,UzY1ODgyNg==,Example Routed 153,10.15.3.0/24,,10.15.0.3,,,FALSE,Routed,False,,,,,FALSE
,,,,,LAN1,UzY1ODg0MA==,Example VLAN 155,10.15.5.0/24,10.15.5.1,,,155,FALSE,VLAN,False,DHCP_DISABLED,,,,FALSE
,,,,,LAN1,UzY1ODgyMA==,Example VLAN 156,10.15.6.0/24,10.15.6.1,,,156,FALSE,VLAN,False,ACCOUNT_DEFAULT,,,,FALSE
,,,,,LAN1,UzY1ODg0MQ==,Example VLAN 157,10.15.7.0/24,10.15.7.1,,,157,FALSE,VLAN,False,DHCP_RELAY,,,dhcp_relay1,FALSE
,,,,,LAN1,UzY1ODgyOQ==,Example VLAN 158,10.15.8.0/24,10.15.8.1,,,158,FALSE,VLAN,False,DHCP_RELAY,,,dhcp_relay1,FALSE
,,,,,LAN1,UzY1ODgzNg==,Example VLAN 159,10.15.9.0/24,10.15.9.1,,,159,FALSE,VLAN,False,DHCP_RANGE,10.15.9.100-10.15.9.200,,,TRUE
209540,LAN 2,LAN,,TRUE,LAN2,TjI2NTAyODY=,Native Range,10.15.10.0/24,10.15.10.1,,,,FALSE,VLAN,False,ACCOUNT_DEFAULT,,,,FALSE
,,,,,LAN2,UzY1ODc4Ng==,Example Direct 1513,10.15.13.0/24,10.15.13.1,,172.15.13.0/24,,FALSE,Direct,False,,,,,FALSE
,,,,,LAN2,UzY1ODc4OA==,Example Routed 1511,10.15.11.0/24,,10.15.10.2,172.15.11.0/24,,FALSE,Routed,False,,,,,FALSE
,,,,,LAN2,UzY1ODc4NQ==,Example Routed 1512,10.15.12.0/24,,10.15.10.3,,,FALSE,Routed,False,,,,,FALSE
,,,,,LAN2,UzY1ODc5Ng==,Example VLAN 1514,10.15.14.0/24,10.15.14.1,,,1514,FALSE,VLAN,False,DHCP_DISABLED,,,,FALSE
,,,,,LAN2,UzY1ODgxMw==,Example VLAN 1515,10.15.15.0/24,10.15.15.1,,172.15.15.0/24,1515,FALSE,VLAN,False,ACCOUNT_DEFAULT,,,,FALSE
,,,,,LAN2,UzY1ODgwOA==,Example VLAN 1516,10.15.16.0/24,10.15.16.1,,172.15.16.0/24,1516,FALSE,VLAN,False,DHCP_RELAY,,,dhcp_relay1,FALSE
,,,,,LAN2,UzY1ODgxMA==,Example VLAN 1517,10.15.17.0/24,10.15.17.1,,,1517,FALSE,VLAN,False,DHCP_RELAY,,,dhcp_relay1,FALSE
,,,,,LAN2,UzY1ODc5OQ==,Example VLAN 1518,10.15.18.0/24,10.15.18.1,,172.15.18.0/24,1518,FALSE,VLAN,False,DHCP_RANGE,10.15.18.100-10.15.18.200,,,TRUE
